Year,Category,Nominee,Won,Genre
1965,Writing,A Thousand Clowns,NO,Comedy
1965,Writing,A Thousand Clowns,NO,Drama
1965,Writing,A Thousand Clowns,NO,Romance
1945,Art Direction,A Thousand and One Nights,NO,Adventure
1945,Art Direction,A Thousand and One Nights,NO,Comedy
1945,Art Direction,A Thousand and One Nights,NO,Fantasy
1945,Special Effects (archaic category),A Thousand and One Nights,NO,Adventure
1945,Special Effects (archaic category),A Thousand and One Nights,NO,Comedy
1945,Special Effects (archaic category),A Thousand and One Nights,NO,Fantasy
1954,Short Film (Live Action),A Time Out of War,YES,Drama
1954,Short Film (Live Action),A Time Out of War,YES,Short
1954,Short Film (Live Action),A Time Out of War,YES,War
1967,Documentary (Feature),A Time for Burning,NO,Documentary
1994,Documentary (Short Subject),A Time for Justice,YES,Documentary
1994,Documentary (Short Subject),A Time for Justice,YES,Short
1958,Sound,A Time to Love and a Time to Die,NO,Drama
1958,Sound,A Time to Love and a Time to Die,NO,Romance
1958,Sound,A Time to Love and a Time to Die,NO,War
1973,Actress -- Leading Role,A Touch of Class,YES,Comedy
1973,Actress -- Leading Role,A Touch of Class,YES,Romance
1973,Music (Scoring),A Touch of Class,NO,Comedy
1973,Music (Scoring),A Touch of Class,NO,Romance
1973,Music (Song),A Touch of Class,NO,Comedy
1973,Music (Song),A Touch of Class,NO,Romance
1973,Best Picture,A Touch of Class,NO,Comedy
1973,Best Picture,A Touch of Class,NO,Romance
1973,Writing,A Touch of Class,NO,Comedy
1973,Writing,A Touch of Class,NO,Romance
1945,Actor -- Supporting Role,A Tree Grows in Brooklyn,YES,Drama
1945,Writing,A Tree Grows in Brooklyn,NO,Drama
2004,Art Direction,A Very Long Engagement,NO,
2004,Cinematography,A Very Long Engagement,NO,
1947,Short Film (Live Action),A Voice Is Born: The Story of Niklos Gafni,NO,
1968,Documentary (Short Subject),A Way Out of the Wilderness,NO,Documentary
1968,Documentary (Short Subject),A Way Out of the Wilderness,NO,Short
1940,Short Film (Animated),A Wild Hare,NO,Animation
1940,Short Film (Animated),A Wild Hare,NO,Comedy
1940,Short Film (Animated),A Wild Hare,NO,Family
1940,Short Film (Animated),A Wild Hare,NO,Short
1974,Actress -- Leading Role,A Woman under the Influence,NO,
1974,Directing,A Woman under the Influence,NO,
1941,Special Effects (archaic category),A Yank in the R.A.F.,NO,Action
1941,Special Effects (archaic category),A Yank in the R.A.F.,NO,Adventure
1941,Special Effects (archaic category),A Yank in the R.A.F.,NO,Drama
1941,Special Effects (archaic category),A Yank in the R.A.F.,NO,Romance
1941,Special Effects (archaic category),A Yank in the R.A.F.,NO,War
1966,Documentary (Short Subject),A Year toward Tomorrow,YES,
2001,Music (Scoring),A.I. Artificial Intelligence,NO,
2001,Visual Effects,A.I. Artificial Intelligence,NO,
1940,Actor -- Leading Role,Abe Lincoln in Illinois,NO,Biography
1940,Actor -- Leading Role,Abe Lincoln in Illinois,NO,Drama
1940,Actor -- Leading Role,Abe Lincoln in Illinois,NO,History
1940,Cinematography,Abe Lincoln in Illinois,NO,Biography
1940,Cinematography,Abe Lincoln in Illinois,NO,Drama
1940,Cinematography,Abe Lincoln in Illinois,NO,History
2002,Actor -- Leading Role,About Schmidt,NO,Comedy
2002,Actor -- Leading Role,About Schmidt,NO,Drama
2002,Actress -- Supporting Role,About Schmidt,NO,Comedy
2002,Actress -- Supporting Role,About Schmidt,NO,Drama
2002,Writing,About a Boy,NO,Comedy
2002,Writing,About a Boy,NO,Drama
2002,Writing,About a Boy,NO,Romance
1981,Actor -- Leading Role,Absence of Malice,NO,Drama
1981,Actor -- Leading Role,Absence of Malice,NO,Romance
1981,Actor -- Leading Role,Absence of Malice,NO,Thriller
1981,Actress -- Supporting Role,Absence of Malice,NO,Drama
1981,Actress -- Supporting Role,Absence of Malice,NO,Romance
1981,Actress -- Supporting Role,Absence of Malice,NO,Thriller
1981,Writing,Absence of Malice,NO,Drama
1981,Writing,Absence of Malice,NO,Romance
1981,Writing,Absence of Malice,NO,Thriller
2007,Costume Design,Across the Universe,NO,Drama
2007,Costume Design,Across the Universe,NO,Fantasy
2007,Costume Design,Across the Universe,NO,Musical
2007,Costume Design,Across the Universe,NO,Romance
1943,Writing,Action in the North Atlantic,NO,Drama
1943,Writing,Action in the North Atlantic,NO,War
1992,Short Film (Animated),Adam,NO,Animation
1992,Short Film (Animated),Adam,NO,Short
1989,Documentary (Feature),Adam Clayton Powell,NO,Documentary
1993,Art Direction,Addams Family Values,NO,Comedy
1993,Art Direction,Addams Family Values,NO,Fantasy
1993,Art Direction,Addams Family Values,NO,Horror
1944,Art Direction,Address Unknown,NO,Drama
1944,Music (Scoring),Address Unknown,NO,Drama
1966,Documentary (Short Subject),Adolescence,NO,Documentary
1966,Documentary (Short Subject),Adolescence,NO,Short
1941,Documentary (Short Subject),Adventure in the Bronx,NO,Documentary
1941,Documentary (Short Subject),Adventure in the Bronx,NO,Short
1971,Documentary (Short Subject),Adventures in Perception,NO,
1954,Actor -- Leading Role,Adventures of Robinson Crusoe,NO,
1952,Costume Design,Affair in Trinidad,NO,Crime
1952,Costume Design,Affair in Trinidad,NO,Drama
1952,Costume Design,Affair in Trinidad,NO,Film-Noir
1952,Costume Design,Affair in Trinidad,NO,Mystery
1952,Costume Design,Affair in Trinidad,NO,Thriller
1942,Documentary (other),"Africa, Prelude to Victory",NO,Documentary
1936,Writing,After the Thin Man,NO,Comedy
1936,Writing,After the Thin Man,NO,Crime
1936,Writing,After the Thin Man,NO,Mystery
1997,Actress -- Leading Role,Afterglow,NO,Comedy
1997,Actress -- Leading Role,Afterglow,NO,Drama
1997,Actress -- Leading Role,Afterglow,NO,Romance
1984,Music (Song),Against All Odds,NO,Action
1984,Music (Song),Against All Odds,NO,Adventure
1984,Music (Song),Against All Odds,NO,Crime
1984,Music (Song),Against All Odds,NO,Drama
1984,Music (Song),Against All Odds,NO,Romance
1984,Music (Song),Against All Odds,NO,Thriller
1981,Documentary (Feature),Against Wind and Tide: A Cuban Odyssey,NO,Documentary
1979,Costume Design,Agatha,NO,Drama
1979,Costume Design,Agatha,NO,Mystery
1979,Costume Design,Agatha,NO,Thriller
1980,Documentary (Feature),Agee,NO,Documentary
1985,Actress -- Leading Role,Agnes of God,NO,Drama
1985,Actress -- Leading Role,Agnes of God,NO,Mystery
1985,Actress -- Leading Role,Agnes of God,NO,Thriller
1985,Actress -- Supporting Role,Agnes of God,NO,Drama
1985,Actress -- Supporting Role,Agnes of God,NO,Mystery
1985,Actress -- Supporting Role,Agnes of God,NO,Thriller
1985,Music (Scoring),Agnes of God,NO,Drama
1985,Music (Scoring),Agnes of God,NO,Mystery
1985,Music (Scoring),Agnes of God,NO,Thriller
1977,Documentary (Short Subject),"Agueda Martinez: Our People, Our Country",NO,Documentary
1977,Documentary (Short Subject),"Agueda Martinez: Our People, Our Country",NO,Short
1943,Cinematography,Air Force,NO,Action
1943,Cinematography,Air Force,NO,Drama
1943,Cinematography,Air Force,NO,History
1943,Cinematography,Air Force,NO,War
1943,Film Editing,Air Force,YES,Action
1943,Film Editing,Air Force,YES,Drama
1943,Film Editing,Air Force,YES,History
1943,Film Editing,Air Force,YES,War
1943,Writing,Air Force,NO,Action
1943,Writing,Air Force,NO,Drama
1943,Writing,Air Force,NO,History
1943,Writing,Air Force,NO,War
1943,Special Effects (archaic category),Air Force,NO,Action
1943,Special Effects (archaic category),Air Force,NO,Drama
1943,Special Effects (archaic category),Air Force,NO,History
1943,Special Effects (archaic category),Air Force,NO,War
1997,Film Editing,Air Force One,NO,Action
1997,Film Editing,Air Force One,NO,Adventure
1997,Film Editing,Air Force One,NO,Drama
1997,Film Editing,Air Force One,NO,Thriller
1997,Sound,Air Force One,NO,Action
1997,Sound,Air Force One,NO,Adventure
1997,Sound,Air Force One,NO,Drama
1997,Sound,Air Force One,NO,Thriller
1970,Actress -- Supporting Role,Airport,YES,Drama
1970,Actress -- Supporting Role,Airport,YES,Thriller
1970,Actress -- Supporting Role,Airport,NO,Drama
1970,Actress -- Supporting Role,Airport,NO,Thriller
1970,Art Direction,Airport,NO,Drama
1970,Art Direction,Airport,NO,Thriller
1970,Cinematography,Airport,NO,Drama
1970,Cinematography,Airport,NO,Thriller
1970,Costume Design,Airport,NO,Drama
1970,Costume Design,Airport,NO,Thriller
1970,Film Editing,Airport,NO,Drama
1970,Film Editing,Airport,NO,Thriller
1970,Music (Scoring),Airport,NO,Drama
1970,Music (Scoring),Airport,NO,Thriller
1970,Best Picture,Airport,NO,Drama
1970,Best Picture,Airport,NO,Thriller
1970,Sound,Airport,NO,Drama
1970,Sound,Airport,NO,Thriller
1970,Writing,Airport,NO,Drama
1970,Writing,Airport,NO,Thriller
1977,Art Direction,Airport '77,NO,Action
1977,Art Direction,Airport '77,NO,Drama
1977,Art Direction,Airport '77,NO,Thriller
1977,Costume Design,Airport '77,NO,Action
1977,Costume Design,Airport '77,NO,Drama
1977,Costume Design,Airport '77,NO,Thriller
2009,Foreign Language Film,Ajami,NO,Crime
2009,Foreign Language Film,Ajami,NO,Drama
1992,Music (Scoring),Aladdin,YES,Adventure
1992,Music (Scoring),Aladdin,YES,Animation
1992,Music (Scoring),Aladdin,YES,Comedy
1992,Music (Scoring),Aladdin,YES,Family
1992,Music (Scoring),Aladdin,YES,Fantasy
1992,Music (Scoring),Aladdin,YES,Musical
1992,Music (Scoring),Aladdin,YES,Romance
1992,Music (Scoring),Aladdin,YES,Animation
1992,Music (Scoring),Aladdin,YES,Family
1992,Music (Scoring),Aladdin,YES,Adventure
1992,Music (Scoring),Aladdin,YES,Animation
1992,Music (Scoring),Aladdin,YES,Comedy
1992,Music (Scoring),Aladdin,YES,Family
1992,Music (Scoring),Aladdin,YES,Fantasy
1992,Music (Song),Aladdin,NO,Adventure
1992,Music (Song),Aladdin,NO,Animation
1992,Music (Song),Aladdin,NO,Comedy
1992,Music (Song),Aladdin,NO,Family
1992,Music (Song),Aladdin,NO,Fantasy
1992,Music (Song),Aladdin,NO,Musical
1992,Music (Song),Aladdin,NO,Romance
1992,Music (Song),Aladdin,NO,Animation
1992,Music (Song),Aladdin,NO,Family
1992,Music (Song),Aladdin,NO,Adventure
1992,Music (Song),Aladdin,NO,Animation
1992,Music (Song),Aladdin,NO,Comedy
1992,Music (Song),Aladdin,NO,Family
1992,Music (Song),Aladdin,NO,Fantasy
1992,Music (Song),Aladdin,YES,Adventure
1992,Music (Song),Aladdin,YES,Animation
1992,Music (Song),Aladdin,YES,Comedy
1992,Music (Song),Aladdin,YES,Family
1992,Music (Song),Aladdin,YES,Fantasy
1992,Music (Song),Aladdin,YES,Musical
1992,Music (Song),Aladdin,YES,Romance
1992,Music (Song),Aladdin,YES,Animation
1992,Music (Song),Aladdin,YES,Family
1992,Music (Song),Aladdin,YES,Adventure
1992,Music (Song),Aladdin,YES,Animation
1992,Music (Song),Aladdin,YES,Comedy
1992,Music (Song),Aladdin,YES,Family
1992,Music (Song),Aladdin,YES,Fantasy
1992,Sound,Aladdin,NO,Adventure
1992,Sound,Aladdin,NO,Animation
1992,Sound,Aladdin,NO,Comedy
1992,Sound,Aladdin,NO,Family
1992,Sound,Aladdin,NO,Fantasy
1992,Sound,Aladdin,NO,Musical
1992,Sound,Aladdin,NO,Romance
1992,Sound,Aladdin,NO,Animation
1992,Sound,Aladdin,NO,Family
1992,Sound,Aladdin,NO,Adventure
1992,Sound,Aladdin,NO,Animation
1992,Sound,Aladdin,NO,Comedy
1992,Sound,Aladdin,NO,Family
1992,Sound,Aladdin,NO,Fantasy
1992,Sound Editing,Aladdin,NO,Adventure
1992,Sound Editing,Aladdin,NO,Animation
1992,Sound Editing,Aladdin,NO,Comedy
1992,Sound Editing,Aladdin,NO,Family
1992,Sound Editing,Aladdin,NO,Fantasy
1992,Sound Editing,Aladdin,NO,Musical
1992,Sound Editing,Aladdin,NO,Romance
1992,Sound Editing,Aladdin,NO,Animation
1992,Sound Editing,Aladdin,NO,Family
1992,Sound Editing,Aladdin,NO,Adventure
1992,Sound Editing,Aladdin,NO,Animation
1992,Sound Editing,Aladdin,NO,Comedy
1992,Sound Editing,Aladdin,NO,Family
1992,Sound Editing,Aladdin,NO,Fantasy
1971,Documentary (Feature),Alaska Wilderness Lake,NO,Documentary
1957,Documentary (Feature),Albert Schweitzer,YES,Biography
1957,Documentary (Feature),Albert Schweitzer,YES,Documentary
1957,Documentary (Feature),Albert Schweitzer,YES,History
1938,Art Direction,Alexander's Ragtime Band,NO,Drama
1938,Art Direction,Alexander's Ragtime Band,NO,Musical
1938,Art Direction,Alexander's Ragtime Band,NO,Romance
1938,Film Editing,Alexander's Ragtime Band,NO,Drama
1938,Film Editing,Alexander's Ragtime Band,NO,Musical
1938,Film Editing,Alexander's Ragtime Band,NO,Romance
1938,Music (Scoring),Alexander's Ragtime Band,YES,Drama
1938,Music (Scoring),Alexander's Ragtime Band,YES,Musical
1938,Music (Scoring),Alexander's Ragtime Band,YES,Romance
1938,Music (Song),Alexander's Ragtime Band,NO,Drama
1938,Music (Song),Alexander's Ragtime Band,NO,Musical
1938,Music (Song),Alexander's Ragtime Band,NO,Romance
1938,Best Picture,Alexander's Ragtime Band,NO,Drama
1938,Best Picture,Alexander's Ragtime Band,NO,Musical
1938,Best Picture,Alexander's Ragtime Band,NO,Romance
1938,Writing,Alexander's Ragtime Band,NO,Drama
1938,Writing,Alexander's Ragtime Band,NO,Musical
1938,Writing,Alexander's Ragtime Band,NO,Romance
1966,Actor -- Leading Role,Alfie,NO,Comedy
1966,Actor -- Leading Role,Alfie,NO,Drama
1966,Actress -- Supporting Role,Alfie,NO,Comedy
1966,Actress -- Supporting Role,Alfie,NO,Drama
1966,Music (Song),Alfie,NO,Comedy
1966,Music (Song),Alfie,NO,Drama
1966,Best Picture,Alfie,NO,Comedy
1966,Best Picture,Alfie,NO,Drama
1966,Writing,Alfie,NO,Comedy
1966,Writing,Alfie,NO,Drama
1938,Actor -- Leading Role,Algiers,NO,Drama
1938,Actor -- Leading Role,Algiers,NO,Mystery
1938,Actor -- Leading Role,Algiers,NO,Romance
1938,Actor -- Supporting Role,Algiers,NO,Drama
1938,Actor -- Supporting Role,Algiers,NO,Mystery
1938,Actor -- Supporting Role,Algiers,NO,Romance
1938,Art Direction,Algiers,NO,Drama
1938,Art Direction,Algiers,NO,Mystery
1938,Art Direction,Algiers,NO,Romance
1938,Cinematography,Algiers,NO,Drama
1938,Cinematography,Algiers,NO,Mystery
1938,Cinematography,Algiers,NO,Romance
2001,Actor -- Leading Role,Ali,NO,Biography
2001,Actor -- Leading Role,Ali,NO,Drama
2001,Actor -- Leading Role,Ali,NO,Sport
2001,Actor -- Supporting Role,Ali,NO,Biography
2001,Actor -- Supporting Role,Ali,NO,Drama
2001,Actor -- Supporting Role,Ali,NO,Sport
1990,Writing,Alice,NO,Comedy
1990,Writing,Alice,NO,Fantasy
1990,Writing,Alice,NO,Romance
1935,Actress -- Leading Role,Alice Adams,NO,Comedy
1935,Actress -- Leading Role,Alice Adams,NO,Drama
1935,Actress -- Leading Role,Alice Adams,NO,Romance
1935,Best Picture,Alice Adams,NO,Comedy
1935,Best Picture,Alice Adams,NO,Drama
1935,Best Picture,Alice Adams,NO,Romance
1974,Actress -- Leading Role,Alice Doesn't Live Here Anymore,YES,Drama
1974,Actress -- Leading Role,Alice Doesn't Live Here Anymore,YES,Romance
1974,Actress -- Supporting Role,Alice Doesn't Live Here Anymore,NO,Drama
1974,Actress -- Supporting Role,Alice Doesn't Live Here Anymore,NO,Romance
1974,Writing,Alice Doesn't Live Here Anymore,NO,Drama
1974,Writing,Alice Doesn't Live Here Anymore,NO,Romance
2010,Art Direction,Alice in Wonderland,YES,Animation
2010,Art Direction,Alice in Wonderland,YES,Fantasy
2010,Art Direction,Alice in Wonderland,YES,Adventure
2010,Art Direction,Alice in Wonderland,YES,Adventure
2010,Art Direction,Alice in Wonderland,YES,Family
2010,Art Direction,Alice in Wonderland,YES,Fantasy
2010,Art Direction,Alice in Wonderland,YES,Musical
2010,Costume Design,Alice in Wonderland,YES,Animation
2010,Costume Design,Alice in Wonderland,YES,Fantasy
2010,Costume Design,Alice in Wonderland,YES,Adventure
2010,Costume Design,Alice in Wonderland,YES,Adventure
2010,Costume Design,Alice in Wonderland,YES,Family
2010,Costume Design,Alice in Wonderland,YES,Fantasy
2010,Costume Design,Alice in Wonderland,YES,Musical
2010,Visual Effects,Alice in Wonderland,NO,Animation
2010,Visual Effects,Alice in Wonderland,NO,Fantasy
2010,Visual Effects,Alice in Wonderland,NO,Adventure
2010,Visual Effects,Alice in Wonderland,NO,Adventure
2010,Visual Effects,Alice in Wonderland,NO,Family
2010,Visual Effects,Alice in Wonderland,NO,Fantasy
2010,Visual Effects,Alice in Wonderland,NO,Musical
1951,Music (Scoring),Alice in Wonderland,NO,Adventure
1951,Music (Scoring),Alice in Wonderland,NO,Animation
1951,Music (Scoring),Alice in Wonderland,NO,Family
1951,Music (Scoring),Alice in Wonderland,NO,Fantasy
1951,Music (Scoring),Alice in Wonderland,NO,Musical
1969,Directing,Alice's Restaurant,NO,Comedy
1969,Directing,Alice's Restaurant,NO,Drama
1979,Art Direction,Alien,NO,Horror
1979,Art Direction,Alien,NO,Sci-Fi
1979,Visual Effects,Alien,YES,Horror
1979,Visual Effects,Alien,YES,Sci-Fi
1992,Visual Effects,Alien 3,NO,
1986,Actress -- Leading Role,Aliens,NO,Action
1986,Actress -- Leading Role,Aliens,NO,Adventure
1986,Actress -- Leading Role,Aliens,NO,Sci-Fi
1986,Actress -- Leading Role,Aliens,NO,Thriller
1986,Art Direction,Aliens,NO,Action
1986,Art Direction,Aliens,NO,Adventure
1986,Art Direction,Aliens,NO,Sci-Fi
1986,Art Direction,Aliens,NO,Thriller
1986,Film Editing,Aliens,NO,Action
1986,Film Editing,Aliens,NO,Adventure
1986,Film Editing,Aliens,NO,Sci-Fi
1986,Film Editing,Aliens,NO,Thriller
1986,Music (Scoring),Aliens,NO,Action
1986,Music (Scoring),Aliens,NO,Adventure
1986,Music (Scoring),Aliens,NO,Sci-Fi
1986,Music (Scoring),Aliens,NO,Thriller
1986,Sound,Aliens,NO,Action
1986,Sound,Aliens,NO,Adventure
1986,Sound,Aliens,NO,Sci-Fi
1986,Sound,Aliens,NO,Thriller
1986,Sound Editing,Aliens,YES,Action
1986,Sound Editing,Aliens,YES,Adventure
1986,Sound Editing,Aliens,YES,Sci-Fi
1986,Sound Editing,Aliens,YES,Thriller
1986,Visual Effects,Aliens,YES,Action
1986,Visual Effects,Aliens,YES,Adventure
1986,Visual Effects,Aliens,YES,Sci-Fi
1986,Visual Effects,Aliens,YES,Thriller
1941,Short Film (Live Action),Alive in the Deep,NO,Documentary
1941,Short Film (Live Action),Alive in the Deep,NO,Short
1980,Short Film (Animated),All Nothing,NO,
1942,Short Film (Animated),All Out for 'V',NO,Animation
1942,Short Film (Animated),All Out for 'V',NO,Short
1979,Actor -- Leading Role,All That Jazz,NO,Drama
1979,Actor -- Leading Role,All That Jazz,NO,Music
1979,Actor -- Leading Role,All That Jazz,NO,Musical
1979,Art Direction,All That Jazz,YES,Drama
1979,Art Direction,All That Jazz,YES,Music
1979,Art Direction,All That Jazz,YES,Musical
1979,Cinematography,All That Jazz,NO,Drama
1979,Cinematography,All That Jazz,NO,Music
1979,Cinematography,All That Jazz,NO,Musical
1979,Costume Design,All That Jazz,YES,Drama
1979,Costume Design,All That Jazz,YES,Music
1979,Costume Design,All That Jazz,YES,Musical
1979,Directing,All That Jazz,NO,Drama
1979,Directing,All That Jazz,NO,Music
1979,Directing,All That Jazz,NO,Musical
1979,Film Editing,All That Jazz,YES,Drama
1979,Film Editing,All That Jazz,YES,Music
1979,Film Editing,All That Jazz,YES,Musical
1979,Music (Scoring),All That Jazz,YES,Drama
1979,Music (Scoring),All That Jazz,YES,Music
1979,Music (Scoring),All That Jazz,YES,Musical
1979,Best Picture,All That Jazz,NO,Drama
1979,Best Picture,All That Jazz,NO,Music
1979,Best Picture,All That Jazz,NO,Musical
1979,Writing,All That Jazz,NO,Drama
1979,Writing,All That Jazz,NO,Music
1979,Writing,All That Jazz,NO,Musical
1941,Actor -- Leading Role,All That Money Can Buy,NO,Comedy
